Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	26	14.942528735632186	2.3939719808428695E-31	RPL30, RPL3, RPL31, RPL34, RPLP0, RPL36A, RPS15A, RPS18, RPL36, RPL14, RPS3, RPLP2, RPS27A, RPL17, RPS10, RPS12, RWDD1, RPL23A, RPSA, RPS26, RPS25, RPS27, RPS29, RPL27A, RPS20, RPS21	166	91	19462	33.4974182444062	2.9062819847432436E-28	2.9038880127624007E-28	2.899100068800715E-28
GOTERM_CC_DIRECT	GO:0022626~cytosolic ribosome	23	13.218390804597702	2.4303842876041145E-26	RPL30, RPL3, RPL31, RPL34, RPLP0, RPL36A, RPL23A, RPSA, EEF1A1, RPS25, RPS15A, RPS27, RPS18, RPL27A, RPS3, RPL36, RPL14, RPS20, RPS27A, RPS21, RPL17, RPS10, RPS12	171	93	20660	29.879896874803496	7.364064391440467E-24	7.364064391440467E-24	6.877987533919644E-24
GOTERM_BP_DIRECT	GO:0006412~translation	27	15.517241379310345	2.3098646281879623E-22	RPL30, RPL3, RPL31, RPL34, RPLP0, RPL36A, RPS27L, RPS15A, RPS18, RPL36, RPL14, RPS3, RPLP2, RPS27A, RPL17, RPS10, RPS12, RPL23A, RPSA, RPS26, EEF1A1, RPS25, RPS27, RPS29, RPL27A, RPS20, RPS21	166	222	19462	14.259036144578312	2.8041756586201864E-19	1.400932896995999E-19	1.398623032367811E-19
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	26	14.942528735632186	2.374207971356788E-22	RPL30, RPL3, RPL31, RPL34, RPLP0, RPL36A, RPS27L, RPS15A, RPS18, RPL36, RPL14, RPS3, RPLP2, RPS27A, RPL17, RPS10, RPS12, RPL23A, RPSA, RPS26, RPS25, RPS27, RPS29, RPL27A, RPS20, RPS21	168	191	18976	15.37571677885814	8.52340661717087E-20	8.547148696884437E-20	8.357212059175895E-20
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	63	36.206896551724135	6.785137494908154E-19	RPL30, BTG2, RPL3, RPL31, RPL34, RPLP0, PDCD5, PEBP1, TNFAIP3, SLC2A3, ACTG1, HINT1, YWHAQ, SNRPD2, RPS18, SIT1, RPLP2, ACP1, B2M, PDIA3, GSTK1, HSP90AA1, ANXA1, ABHD14B, RPSA, HLA-A, MIF, TUBA4A, EEF1A1, PPA1, LCK, CD47, SRSF7, DDX5, TXN, MYL12A, CORO1B, MYL12B, DNAJB1, PRDX2, LDHB, LDHA, RPS15A, RPS3, RPL14, RPS27A, HSPA8, DUT, DSTN, RPL23A, HSPE1, SOD1, RPS26, TMEM59, RPS25, PSMC5, RPS29, EIF3E, RPS20, VIM, TPT1, RAN, ITM2B	171	2240	20660	3.3980263157894735	2.055896660957171E-16	8.589816104749431E-17	8.022831543379832E-17
GOTERM_CC_DIRECT	GO:0005829~cytosol	102	58.620689655172406	8.504768420543992E-19	RPL30, RPL3, RPL31, RPL34, PDCD5, PEBP1, GIMAP4, GIMAP7, ACTG1, SNRPD2, RPS18, RPL36, PIM1, B2M, RPS10, RPS12, SKP1, GSTK1, MYLIP, TSTD1, FLT3LG, NOSIP, RPSA, MIF, TUBA4A, EEF1A1, DOK2, BIN1, PPA1, DDIT4, SBDS, OPTN, KHDRBS1, DDX5, ANKRD12, TXN, ARHGAP15, STK4, CORO1B, MYL12A, MYL12B, SOCS3, PRDX2, LDHB, LDHA, HSPA8, RPS26, RPS25, RGCC, RPS27, RPS29, RPL27A, HNRNPF, RPS20, CALM1, IL7R, RPS21, BTG2, TRADD, RPLP0, TNFAIP3, CD3G, TRMT112, HINT1, YWHAQ, RPLP2, ACP1, HSP90AA1, ANXA1, TSC22D3, ABHD14B, FOS, PPP2R5C, MZT2B, MZT2A, LCK, TERF2IP, EVL, RPL36A, PBXIP1, ADD3, IL2RG, DNAJB1, RPS15A, RPS3, RPL14, BUB3, RPS27A, RPL17, IL32, NPM1, IL10RA, RPL23A, SOD1, KLF6, PSMC5, ALOX5AP, EIF3E, VIM, TPT1, RAN, LIMS1	171	5629	20660	2.189289176040118	2.5769448314248297E-16	8.589816104749431E-17	8.022831543379832E-17
GOTERM_MF_DIRECT	GO:0003723~RNA binding	51	29.310344827586203	2.4762356335950785E-17	RPL30, RPL3, RPL31, RPL34, RPLP0, PEBP1, SNRPD2, RPS18, RPL36, RPS10, RPS12, PDIA3, HSP90AA1, NOSIP, RPSA, HLA-A, EEF1A1, NSA2, EWSR1, SBDS, MATR3, SRSF7, KHDRBS1, DDX5, RPL36A, RPS27L, TXN, ZFP36L2, RPS15A, RPS3, RPL14, RPS27A, RPL17, HSPA8, NPM1, JUN, DUT, FUS, RPL23A, HSPE1, RPS26, RPS25, RPS27, RPS29, RPL27A, HNRNPF, EIF3E, RPS20, RPS21, TPT1, RAN	168	1483	18976	3.8844041999807337	8.889685924606333E-15	4.457224140471141E-15	4.358174715127338E-15
GOTERM_CC_DIRECT	GO:0005840~ribosome	21	12.068965517241379	3.4662588844956174E-17	RPL3, RPL31, RPLP0, RPL36A, RPS27L, RPL23A, RPS26, EEF1A1, RPS25, RPS15A, RPS27, RPS18, RPS29, RPL27A, RPS3, RPL36, RPL14, RPS20, RPS27A, RPS21, RPS10	171	180	20660	14.095516569200777	1.050276442002172E-14	2.62569110500543E-15	2.4523781607806494E-15
GOTERM_CC_DIRECT	GO:0022627~cytosolic small ribosomal subunit	14	8.045977011494253	5.3934658401833036E-17	RPS27L, RPSA, RPS26, RPS25, RPS15A, RPS27, RPS18, RPS29, RPS3, RPS20, RPS27A, RPS21, RPS10, RPS12	171	47	20660	35.98855294264029	1.634220149575541E-14	3.268440299151082E-15	3.0527016655437498E-15
GOTERM_MF_DIRECT	GO:0005515~protein binding	156	89.65517241379311	6.45388591239266E-16	RPL30, IFITM1, TRAF3IP3, RPL3, RPL31, RPL34, PDCD5, PEBP1, GIMAP5, GIMAP7, AQP3, ACTG1, SNRPD2, RPS18, SIT1, ARL6IP5, PIM1, CCNL1, B2M, RPS10, JUNB, IER2, TMEM14B, RPS12, HMGN1, SKP1, PDIA3, GSTK1, MYLIP, IK, NSMCE1, FLT3LG, NOSIP, TAP1, RPSA, HLA-A, MIF, TUBA4A, EEF1A1, DOK2, ACAP1, BIN1, EWSR1, DDIT4, SBDS, MAL, MATR3, SRSF7, OPTN, KHDRBS1, DDX5, TCF7, TXN, STK4, CORO1B, MYL12A, ZFP36L2, MYL12B, SOCS3, PRDX2, LDHB, TMEM123, LDHA, HSPA8, JUN, FUS, DSTN, RPS26, RPS25, RGCC, RPS27, RPL27A, HNRNPF, CD27, RPS20, FXYD5, DYNLRB1, CALM1, IL7R, RPS21, ITM2A, LAT, ITM2B, CDC42SE2, BTG2, TRAM1, TNFAIP8, TRADD, RPLP0, TECR, TNFAIP3, SLC2A3, CD3G, CD3E, CD3D, TRMT112, HINT1, YWHAQ, RPLP2, ACP1, GPSM3, DUSP2, HSP90AA1, ANXA1, TSC22D3, ABHD14B, RHOH, FOS, PPP2R5C, MZT2B, MZT2A, LCK, TERF2IP, EVL, CD47, LEF1, RPL36A, RPS27L, PBXIP1, IL2RG, DNAJB1, RPS15A, SPOCK2, LEPROTL1, RPS3, RPL14, SUSD3, BUB3, RPS27A, S1PR4, RPL17, IL32, RWDD1, NPM1, DUT, TRAT1, IL10RA, RPL23A, HSPE1, COX6C, SOD1, CD2, TMEM59, KLF6, PSMC5, CD40LG, PIK3IP1, ALOX5AP, TOMM7, EIF3E, VIM, CD69, PLP2, TPT1, RAN, LIMS1	168	12657	18976	1.3921601823948353	2.391420395042587E-13	7.744663094871192E-14	7.572559470540722E-14
