Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0005515~protein binding	134	89.93288590604027	2.1497806064629524E-13	IFITM1, WIPF1, PRF1, ARPC5L, HNRNPR, GIMAP5, MT-ND2, GIMAP7, ACTG1, CCND3, MT2A, APMAP, RASSF5, ARL6IP5, CAPN2, PIM1, B2M, IER2, PDIA3, HLA-B, CIRBP, HLA-C, TAP1, SDHC, HLA-A, HLA-F, TUBA4A, HLA-E, ACAP1, CD8B, BIN2, BIN1, CD8A, CDC37, MT-CO2, PTPRCAP, PFN1, PPIB, SRSF7, PPIA, SNRPB, KMT2E, DDX5, MEAF6, MYL12A, ZFP36L2, HSP90B1, MYL12B, RAP1B, UBB, UBC, LYAR, CD99, HSPA8, XBP1, APOBEC3G, HSPA5, TMEM50A, XRCC5, DSTN, NKG7, HOPX, HNRNPK, PTPRC, ID2, CALR, CALM1, IL7R, LAT, CITED2, ITGB2, PLEK, CD3G, HMGB1, CD3E, LITAF, CD3D, PPP1R18, YWHAQ, GNLY, GUK1, MED10, ANXA6, SH3BGRL3, CLIC1, CTSC, CD53, CAP1, SUN2, DUSP2, TMED9, HSP90AA1, ANXA1, FGFBP2, BTN3A2, PPP2R5C, ARL4C, ZAP70, NCR3, LCK, TERF2IP, TMBIM6, HCST, CXCR4, CST7, IL2RG, DNAJB1, SPOCK2, CCL5, CCL4, FYN, BUB3, RPS27A, SAMD3, KLRG1, IL32, HNRNPA3, IL10RA, GZMA, PTGES3, GZMB, RPA2, PSMB9, CD2, GZMK, TMEM59, SPCS2, DHRS7, GZMM, CD7, CD247, P4HB, CKLF, MYO1F	145	12657	18976	1.3855132637521013	7.522871214860061E-11	7.545729928684963E-11	7.137271613457002E-11
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	48	32.21476510067114	2.003466202373755E-12	DDX5, ITGB2, ARPC5L, CXCR4, MYL12A, ACTG1, HSP90B1, MYL12B, RAP1B, DNAJB1, UBB, YWHAQ, UBC, ANXA6, CAPN2, SH3BGRL3, RPS27A, CLIC1, B2M, CTSC, CD53, PDIA3, CAP1, HSPA8, TMED9, HSP90AA1, ANXA1, HSPA5, HLA-B, DSTN, HLA-C, HLA-A, TUBA4A, PSMB9, HLA-E, TMEM59, PTPRC, HNRNPK, LCK, CDC37, CMPK1, LCP1, P4HB, CALR, PFN1, PPIB, SRSF7, PPIA	146	2240	20660	3.032289628180039	6.411227104763384E-10	5.562145076535745E-10	4.762586721783732E-10
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	22	14.76510067114094	3.4763406728348407E-12	PDIA3, CAP1, HSPA8, ANXA1, HSPA5, ITGB2, ARPC5L, ACTG1, HSP90B1, HNRNPK, PTPRC, YWHAQ, ANXA6, CAPN2, LCP1, P4HB, CALR, PFN1, PPIB, PPIA, B2M, CD99	146	434	20660	7.173158260210846	1.1124257071060129E-9	5.562145076535745E-10	4.762586721783732E-10
GOTERM_BP_DIRECT	GO:0006955~immune response	23	15.436241610738255	2.1425304803401397E-11	IL32, XBP1, GZMA, HLA-B, HLA-C, CXCR4, CTSW, HLA-A, IL2RG, CST7, HLA-F, HLA-E, ZAP70, NCR3, CD8B, CD8A, CCL5, CCL4, CD7, IL7R, B2M, LAT, CTSC	143	512	19462	6.113772945804195	2.774577090303154E-8	2.400055399464747E-8	2.340703179385248E-8
GOTERM_BP_DIRECT	GO:0050852~T cell receptor signaling pathway	14	9.395973154362416	3.709513754968697E-11	CD3G, HLA-A, BTN3A2, CD3E, CD3D, PSMB9, ZAP70, PTPRC, CD8B, LCK, CD8A, FYN, CD247, LAT	143	142	19462	13.418103023736826	4.803815956133661E-8	2.400055399464747E-8	2.340703179385248E-8
GOTERM_CC_DIRECT	GO:0009897~external side of plasma membrane	20	13.422818791946309	1.3658306321081942E-9	ITGB2, HLA-B, HLA-C, CXCR4, CD3G, HLA-A, BTN3A2, IL2RG, CD3E, HLA-F, CD3D, HLA-E, CD2, PTPRC, CD8A, CAPN2, P4HB, CALR, IL7R, B2M	146	484	20660	5.847390467564813	4.370657193941696E-7	1.456886007582074E-7	1.2474586439921508E-7
GOTERM_CC_DIRECT	GO:0042612~MHC class I protein complex	6	4.026845637583892	1.95733408370762E-9	HLA-B, HLA-C, HLA-A, HLA-F, B2M, HLA-E	146	9	20660	94.337899543379	6.263467077216589E-7	1.565867266966096E-7	1.3407738473397195E-7
GOTERM_CC_DIRECT	GO:0044194~cytolytic granule	6	4.026845637583892	1.2096064099505158E-8	GNLY, PRF1, NKG7, GZMB, CALR, GZMH	146	12	20660	70.75342465753425	3.870733060185039E-6	7.741481023683301E-7	6.628643126528826E-7
GOTERM_BP_DIRECT	GO:0042110~T cell activation	9	6.0402684563758395	1.8185050542604286E-8	CD2, ZAP70, PTPRC, CD8B, CD8A, CD7, CD3G, CD3E, LAT	143	63	19462	19.442557442557444	2.3549363420083402E-5	7.843818467376648E-6	7.649844594922204E-6
GOTERM_CC_DIRECT	GO:0001772~immunological synapse	8	5.369127516778524	3.087312842860798E-8	CD53, ZAP70, LCK, GZMA, PRF1, GZMB, CD3E, LAT	146	46	20660	24.609886837403213	9.879352435238076E-6	1.6465668495257588E-6	1.409872864906431E-6
