Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	69	44.230769230769226	3.0614636535818773E-131	RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, RPLP1, RPLP0, RPL10A, RPL9, RPL6, RPL7, RPS4X, RPS15, RPS14, RPL7A, RPS16, RPS19, RPL18A, RPS18, RPL36, RPLP2, RPL35, RPL38, RPL37, RPL39, RPS10, RPS13, RPS12, RPL21, RPS7, RPS8, RPL23, RPS5, RPL22, RPS6, RPL13A, RPS3A, RPSA, RPL37A, RPL24, RPL27, RPL10, RPL12, RPL11, RPL36A, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPS27A, RPL18, RPL17, RPL19, TMA7, RPL35A, RPL23A, RPS26, RPS25, RPS28, RPS27, RPS29, RPL27A, RPS20, RPS21, RPS23	150	91	19462	98.37934065934067	2.4797855594013207E-128	2.476724095747739E-128	2.436925068251174E-128
GOTERM_CC_DIRECT	GO:0022626~cytosolic ribosome	65	41.66666666666667	4.817481633357256E-120	RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, RPLP1, RPLP0, RPL10A, RPL9, RPL6, RPL7, RPS4X, RPS15, RPS14, RPL7A, RPS16, RPS19, RPL18A, RPS18, RPL36, RPL35, RPL38, RPL37, RPL39, RPS10, RPS13, RPS12, RPL21, RPS7, RPS8, RPL23, RPS5, RPL22, RPS6, RPL13A, RPS3A, RPSA, EEF1A1, RPL37A, RPL24, RPL27, RPL10, RPL12, RPL11, RPL36A, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPS27A, RPL18, RPL17, RPL19, RPL35A, RPL23A, RPS25, RPS27, RPL27A, RPS20, RPS21, RPS23	153	93	20660	94.37767938716705	9.105040287045214E-118	9.105040287045214E-118	7.948844695039472E-118
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	70	44.871794871794876	4.593903113548743E-101	RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, RPLP1, RPLP0, RPL10A, RPL9, RPL6, RPL7, RPS4X, RPS15, RPS14, RPL7A, RPS16, RPS19, RPL18A, RPS18, RPL36, RPLP2, RPL35, RPL38, RPL37, RPL39, RPS10, RPS13, RPS12, RPL21, RPS7, RPS8, RPL23, RPS5, RPL22, RPS6, MRPS21, RPL13A, RPS3A, RPSA, RPL37A, RPL24, RPL27, RPL10, RPL12, RPL11, RPL36A, RPS4Y1, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPS27A, RPL18, RPL17, RPL19, RPL35A, RPL23A, RPS26, RPS25, RPS28, RPS27, RPS29, RPL27A, RPS20, RPS21, RPS23	151	191	18976	46.05665545577476	1.0795672316839547E-98	1.0841611347975034E-98	1.0336282005484673E-98
GOTERM_BP_DIRECT	GO:0006412~translation	71	45.51282051282051	1.0538057962402564E-98	RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, RPLP1, RPLP0, RPL10A, RPL9, RPL6, RPL7, RPS4X, RPS15, RPS14, RPL7A, RPS16, RPS19, RPL18A, RPS18, RPL36, RPLP2, RPL35, RPL38, RPL37, RPL39, RPS10, RPS13, RPS12, RPL21, RPS7, RPS8, RPL23, RPS5, RPL22, RPS6, MRPS21, RPL13A, RPS3A, RPSA, EEF1A1, RPL37A, RPL24, RPL27, RPL10, RPL12, RPL11, RPL36A, RPS4Y1, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPS27A, RPL18, RPL17, RPL19, RPL35A, RPL23A, RPS26, RPS25, RPS28, RPS27, RPS29, RPL27A, RPS20, RPS21, RPS23	150	222	19462	41.495555555555555	8.535826949546077E-96	4.262644445791837E-96	4.194147069036221E-96
GOTERM_CC_DIRECT	GO:0005840~ribosome	60	38.46153846153847	3.2515159498983493E-84	RPL4, RPL5, RPL3, RPL32, RPL31, RPLP1, RPLP0, RPL10A, RPL9, RPL6, RPS4X, RPS15, RPS14, RPS16, RPS19, RPL18A, RPS18, RPL36, RPL38, RPL37, RPS10, RPS13, RPL21, RPS7, RPS8, RPL23, RPS5, RPL22, RPS6, RPL13A, RPS3A, EEF1A1, RPL37A, RPL24, RPL27, SF1, RPL10, RPL12, RPL11, RPL36A, RPS4Y1, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPS27A, RPL18, RPL35A, RPL23A, RPS26, RPS25, RPS28, RPS27, RPS29, RPL27A, RPS20, RPS21, RPS23	153	180	20660	45.01089324618736	6.14536514530788E-82	3.07268257265394E-82	2.6825006586661383E-82
GOTERM_CC_DIRECT	GO:0022625~cytosolic large ribosomal subunit	42	26.923076923076923	1.528439774921951E-74	RPL4, RPL5, RPL30, RPL3, RPL32, RPL10, RPL31, RPL34, RPLP1, RPL12, RPLP0, RPL11, RPL36A, RPL10A, RPL9, RPL6, RPL7, RPL7A, RPL18A, RPL36, RPL14, RPL35, RPLP2, RPL13, RPL38, RPL37, RPL15, RPL18, RPL39, RPL17, RPL19, RPL21, RPL23, RPL22, RPL35A, RPL13A, RPL23A, RSL1D1, RPL27A, RPL37A, RPL24, RPL27	153	62	20660	91.47375079063885	2.8887511746024875E-72	9.629170582008292E-73	8.406418762070731E-73
GOTERM_MF_DIRECT	GO:0003723~RNA binding	87	55.769230769230774	8.216788437001142E-56	EIF4A2, RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, RPLP0, PSIP1, PEBP1, RPL10A, RPL9, RPL6, RPL7, RPS4X, RPS15, RPS14, RPL7A, RPS16, RPS19, SNRPD2, RPL18A, RPS18, RPL36, RPL35, RPL38, RPL37, RPL39, RPS10, RPS13, RPS12, RPL21, RPS7, RPS8, RPL23, RPS5, RPL22, RPS6, MRPS21, RPL13A, NOSIP, RPS3A, RPSA, EEF1A1, RPL37A, RPL24, RPL27, SRSF5, PABPC1, SF1, DDX5, RPL10, RPL12, RPL11, RPL36A, RPS4Y1, ZFP36L2, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPS27A, HNRNPA1, RPL18, RPL17, RPL19, HSPA8, NPM1, JUN, RPL35A, RPL23A, RPS26, RSL1D1, RPS25, RPS28, RPS27, SON, RPS29, RPL27A, EIF3E, RPS20, RPS21, TPT1, RPS23	151	1483	18976	7.372347979083029	1.9309452826952684E-53	9.695810355661347E-54	9.243886991626284E-54
GOTERM_CC_DIRECT	GO:0022627~cytosolic small ribosomal subunit	28	17.94871794871795	1.8991331995067123E-46	RPS4Y1, RPS15, RPS4X, RPS14, RPS15A, RPS16, RPS19, RPS18, RPS3, RPS2, RPS27A, RPS10, RPS13, RPS12, RPS7, RPS8, RPS5, RPS6, RPSA, RPS3A, RPS26, RPS25, RPS28, RPS27, RPS29, RPS20, RPS21, RPS23	153	47	20660	80.4450006953136	3.589361747067686E-44	8.973404367669215E-45	7.833924447965188E-45
GOTERM_CC_DIRECT	GO:0042788~polysomal ribosome	20	12.82051282051282	2.922356543382293E-33	RPL30, RPL32, RPL31, RPL11, RPL36A, RPL10A, RPL6, RPS26, RPL7A, RPS28, RPL18A, RPS29, RPL36, RPL24, RPL38, RPL18, RPS21, RPL39, RPS23, RPL19	153	32	20660	84.39542483660131	5.523253866992533E-31	1.1046507733985067E-31	9.643776593161567E-32
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	41	26.282051282051285	1.1887083039398279E-32	RPL4, RPL5, RPL30, RPL3, RPL31, RPLP1, RPL12, RPLP0, RPL10A, RPL9, RPL6, RPL7, RPS15, RPS4X, RPS14, RPL7A, RPS16, RPS19, RPS18, RPS3, RPLP2, RPL38, RPS2, RPL18, RPS10, RPS13, RPL19, HSPA8, NPM1, RPS7, RPS8, RPL23, RPS5, RPL22, RPL13A, RPS3A, RPS29, RPL37A, EVL, RPL27, PABPC1	153	434	20660	12.756543477606096	2.2466586944462746E-30	3.7444311574104576E-31	3.2689478358345264E-31
