Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	132	36.56509695290859	1.2504965902386288E-38	EIF4A1, RNH1, SAT2, PARK7, COMT, ACTB, LGALS3, LGALS1, CAPNS1, FTH1, TNFSF10, COTL1, GLUL, APLP2, TALDO1, PGD, MYL6, NAAA, S100A6, SMS, PSME2, CHMP4B, S100A4, LAP3, PFN1, ATP6V0D1, PHPT1, S100A9, UBA52, SQSTM1, S100A8, FTL, CFD, STXBP2, SNX3, SDCBP, PRDX5, PCBP1, PSAP, CD14, LTA4H, S100A11, ATP6V1F, S100A10, VASP, HLA-DRB5, MSN, SNF8, PILRA, LYZ, PRDX6, BST2, BST1, ARPC2, ARPC3, GNB2, CHMP2A, PPT1, GNAS, HLA-DRA, GRB2, TGFBI, HLA-DRB1, SERPINA1, ARPC1B, ITGB2, CTSZ, BRK1, YBX1, SCPEP1, ALDH2, GLIPR2, CHMP1B, TSPO, CTSH, SH3BGRL3, TIMP1, PGLS, RAC1, CLIC1, CTSD, CTSB, SERPINB1, TPI1, ANXA2, GPX4, SSR4, GSTO1, PGAM1, ANXA5, RHOG, RHOA, APRT, RHOB, SERPINB6, FGR, VAMP8, PLSCR1, PKM, NPC2, BLVRB, TKT, ALDOA, GAPDH, VAMP5, ARF5, BLVRA, CSTB, CD63, GRN, ASAH1, AHNAK, GSTP1, FGL2, CAPG, NEDD8, GLRX, PSMA7, GNAI2, CST3, SH3BGRL, GNG5, PSMB3, FLNA, WASF2, GCA, SOD2, NAGK, MNDA, VIM, LAMTOR1, CPVL	359	2240	20660	3.391265419816952	5.9273538377311004E-36	5.9273538377311004E-36	5.252085679002241E-36
GOTERM_MF_DIRECT	GO:0005515~protein binding	311	86.14958448753463	9.284759680688357E-23	IFITM3, EIF4A1, CDA, SPI1, RNH1, MT-CO1, UBE2L6, IFI35, IFI30, ALKBH7, MT-ND3, ACTB, MT-ND1, LGALS3, LGALS2, MT2A, LGALS1, CAPNS1, FTH1, TNFSF10, AP1S2, ARL6IP4, SMCO4, GLUL, NUP214, WDR83OS, ATG3, TALDO1, RBP7, MYL6, SCO2, NINJ1, UQCRC1, PSME2, LAP3, PFN1, AURKAIP1, ATP6V0D1, UBA52, ATF4, STXBP2, SUPT4H1, FPR1, CFP, OAZ1, GABARAP, OAZ2, ANAPC11, SNX3, MRPL20, PRDX5, ZNHIT1, PPP4C, BLOC1S1, PCBP1, S100A12, CD14, LTA4H, S100A11, C19ORF38, S100A10, VASP, FIS1, PRELID1, JUND, SNF8, PILRA, MRPL23, PRDX6, BST2, PARVG, ID2, PPT1, GRB2, CALM2, HLA-DRB1, APOBEC3A, SERPINA1, ARPC1B, CTSZ, CLTB, CLTA, ASGR1, UBL5, GLIPR1, SERP1, CHMP1B, TMSB4X, TSPO, CTSH, SH3BGRL3, RAC1, TIMP1, CLIC1, CTSD, CD33, CTSB, COX8A, ATP6V0B, SERPINB1, FCER1G, TPI1, ANXA2, HSBP1, GSTO1, DUSP1, PGAM1, IFNGR2, SSR3, ANXA5, RHOG, AGTRAP, EMP3, DYNLL1, RHOA, APRT, RHOB, VAMP8, MS4A6A, HADHA, HCK, PLSCR1, RILPL2, IL1B, ALDOA, TKT, VAMP5, ARF5, CD63, SF3B5, GRN, ASAH1, AHNAK, GSTP1, TIMM13, IFI6, NEDD8, CAPG, UQCR10, COX5B, COX5A, AIF1, PSMA7, MRPL54, STX11, GNAI2, TYMP, STX10, CST3, PSMB7, HLA-DMA, HLA-DMB, PSMB3, AP2S1, FLNA, SCAND1, BID, METTL9, LRRC25, GCA, TMEM176B, FKBP1A, THEMIS2, HLA-DPB1, ZYX, FOSB, LAMTOR2, LAMTOR1, LAMTOR4, CD68, MSRB1, LAMTOR5, FCN1, NDUFA13, CSF3R, NCF1, NDUFA11, NCF2, ZFAND5, SAT2, PARK7, COMT, SAT1, PYCARD, RGS2, ZFP36, FCGRT, COTL1, TMSB10, CAST, BNIP3L, APLP2, CYBB, CYBA, CNPY3, NEAT1, SDHB, RBX1, RAB32, OXA1L, DOK2, TYROBP, MYADM, S100A6, CHMP4B, S100A4, CARD16, PHPT1, S100A9, SQSTM1, S100A8, FTL, LY6E, SRSF9, ENY2, NDUFB10, BRI3, NDUFB11, COX17, SDCBP, PSAP, BAG1, EIF4EBP1, CYC1, MCL1, ATP6V1F, TRAPPC1, TGFB1, LY86, MSN, ISG15, NFKBIA, MAFB, REEP5, ARPC2, ARPC3, GNB2, CHMP2A, GNAS, HLA-DRA, RNF181, TGFBI, XAF1, COPE, NOP10, COX4I1, ITGB2, MS4A7, HMGB2, BRK1, YBX1, ARRB2, TNFSF13B, CASP4, CASP1, UQCRFS1, PGLS, LRRFIP1, SRGN, GPX1, GPX4, DYNLT1, PLAUR, TNFRSF1B, FGR, VCAN, NDUFS8, PKM, NDUFS7, OAS1, NPC2, TMEM219, BLVRB, EIF4E2, SLC25A5, GAPDH, PFDN5, BLVRA, SLC25A6, CEBPB, RGS19, NDUFB7, CEBPD, FGL2, GLRX, RNF7, SAMHD1, HSD17B11, GNG5, TMEM205, CCL3, POLR2J, WASF2, SEC11A, POLR2L, IDH3G, NDUFA3, KLF4, SOD2, ATOX1, POLE4, KLF6, FCGR2A, NAGK, EIF3K, MNDA, VIM, FOLR3, CKLF, SPG21, MYO1F	349	12657	18976	1.3360073692191123	5.93296143595986E-20	5.942246195640548E-20	5.747266242346093E-20
GOTERM_CC_DIRECT	GO:0005829~cytosol	176	48.75346260387812	8.576980518029082E-19	EIF4A1, CDA, RNH1, NCF1, NCF2, LST1, UBE2L6, PARK7, IFI35, COMT, IFI30, SAT1, ACTB, PYCARD, LGALS3, RGS2, ZFP36, MT2A, LGALS1, CAPNS1, FTH1, COTL1, AP1S2, LGALS9, GLUL, CAST, NUP214, ATG3, TALDO1, PGD, RBX1, RAB32, RBP7, MYL6, DOK2, SCO2, S100A6, SMS, PLBD1, PSME2, CHMP4B, S100A4, CARD16, LAP3, PFN1, PHPT1, S100A9, UBA52, SQSTM1, S100A8, FTL, STXBP2, OAZ1, GABARAP, OAZ2, ANAPC11, SNX3, SDCBP, PRDX5, PPP4C, BLOC1S1, PCBP1, BAG1, EIF4EBP1, S100A12, LTA4H, SERF2, MCL1, ATP6V1F, VASP, FIS1, TRAPPC1, MSN, ISG15, SNF8, PRDX6, BST2, NFKBIA, ARPC2, ARPC3, ID2, GNB2, TBXAS1, CHMP2A, PPT1, GNAS, GRB2, XAF1, CALM2, COPE, COX4I1, ARPC1B, CLTB, BRK1, CLTA, YBX1, ARRB2, SCPEP1, SERP1, CHMP1B, TMSB4X, CASP4, CASP1, TSPO, CTSH, SH3BGRL3, PGLS, RAC1, LRRFIP1, GPX1, TPI1, ANXA2, GPX4, HSBP1, GSTO1, PGAM1, ANXA5, RHOG, C1ORF43, DYNLL1, RHOA, APRT, RHOB, SERPINB6, FGR, VAMP8, HCK, PLSCR1, PKM, RILPL2, OAS1, IL1B, BLVRB, TKT, ALDOA, EIF4E2, GAPDH, PFDN5, BLVRA, CSTB, AHNAK, GSTP1, NEDD8, GLRX, RNF7, HSD17B11, AIF1, PSMA7, TYMP, GNAI2, STX10, PSMB7, SH3BGRL, PSMB3, AP2S1, CCL3, FLNA, BID, WASF2, POLR2L, LRRC25, GCA, KLF4, CPPED1, ATOX1, FKBP1A, KLF6, NAGK, EIF3K, ZYX, MNDA, VIM, SPG21, MYO1F, MSRB1, LAMTOR5	359	5629	20660	1.7993567928915668	4.065488765545785E-16	2.0327443827728924E-16	1.8011659087861072E-16
GOTERM_CC_DIRECT	GO:1904813~ficolin-1-rich granule lumen	24	6.64819944598338	2.1659442402494616E-17	CFD, FCN1, CSTB, CDA, ASAH1, SERPINA1, DYNLT1, GSTP1, PGAM1, GMFG, CTSZ, FGL2, CTSS, CST3, PSMB7, PKM, FTH1, COTL1, CTSH, MNDA, LTA4H, ALDOA, CTSD, CTSB	359	125	20660	11.049359331476325	1.0266575698782448E-14	3.4221918995941494E-15	3.0323219363492464E-15
GOTERM_BP_DIRECT	GO:0009060~aerobic respiration	18	4.986149584487535	2.5838819812780424E-15	NDUFA13, NDUFB7, NDUFB10, NDUFA11, MT-CO1, NDUFB11, NDUFA3, NDUFA2, NDUFB1, SDHB, MT-ND3, MT-ND1, OXA1L, NDUFS8, NDUFS7, NDUFS6, BLOC1S1, UQCRC1	349	68	19462	14.761334906455419	5.783706846784753E-12	5.849908805613488E-12	5.731050234474698E-12
GOTERM_CC_DIRECT	GO:0034774~secretory granule lumen	21	5.8171745152354575	1.0831458165214723E-14	CFD, FCN1, CSTB, CDA, SERPINB1, DYNLT1, GSTP1, PGAM1, GMFG, APRT, PYCARD, FGR, PSMB7, PKM, COTL1, CTSH, S100A12, ALDOA, S100A9, S100A8, S100A11	359	116	20660	10.418307559312264	5.157207993988777E-12	1.2835277925779447E-12	1.1373031073475459E-12
GOTERM_CC_DIRECT	GO:0005743~mitochondrial inner membrane	39	10.80332409972299	1.4794024595765357E-14	NDUFA13, NDUFB7, NDUFB10, NDUFA11, NDUFB11, MT-CO1, COX4I1, TIMM13, IFI6, NDUFB1, UQCR10, COX5B, COX5A, MT-ND3, MRPL54, MT-ND1, MRPL20, LGALS3, UQCRFS1, CYC1, COX8A, NDUFA3, NDUFA2, MRPL23, SDHB, HIGD2A, COX6B1, FGR, HADHA, OXA1L, NDUFS8, NDUFS7, SCO2, UQCRQ, NDUFS6, UQCRC1, AURKAIP1, SLC25A5, SLC25A6	359	494	20660	4.543322093534672	6.999067991841912E-12	1.4024735316785559E-12	1.24269806604429E-12
GOTERM_CC_DIRECT	GO:0005576~extracellular region	87	24.099722991689752	3.5211072321513974E-13	FCN1, CDA, SERPINA1, CSF3R, GMFG, CTSZ, YBX1, IFI30, ASGR1, CTSS, TNFSF13B, PYCARD, LGALS3, LGALS1, GLIPR2, FTH1, TMSB4X, CASP4, TNFSF10, COTL1, CTSH, TIMP1, CTSD, CTSB, SRGN, SERPINB1, ANXA2, DYNLT1, PGAM1, ANXA5, RNASE6, PLAUR, TNFRSF1B, MPEG1, SERPINB6, APRT, FGR, VCAN, PKM, OAS1, NPC2, IL1B, NINJ1, S100A6, PLBD1, S100A4, ALDOA, S100A9, S100A8, FTL, LY6E, CFD, CSTB, CD63, ASAH1, GRN, GSTP1, STXBP2, FGL2, CFP, LILRA5, CST3, PSMB7, SDCBP, PSAP, CCL3, S100A12, FLNA, CD14, LTA4H, S100A11, S100A10, TGFB1, TRAPPC1, GCA, ISG15, LYZ, PRDX6, CPPED1, BST1, PPT1, GNAS, MNDA, TGFBI, FOLR3, CALM2, CKLF	359	2213	20660	2.26242247947366	1.6692514037686124E-10	2.781674713399604E-11	2.4647750625059783E-11
GOTERM_CC_DIRECT	GO:0005765~lysosomal membrane	32	8.86426592797784	5.093960741814576E-12	IFITM3, CD63, GRN, CSF3R, AHNAK, HLA-DMA, HLA-DMB, BLOC1S1, CHMP1B, PSAP, AP1S2, CTSD, ATP6V1F, HLA-DPA1, ATP6V0B, HLA-DRB5, ANXA2, SLC11A1, VAMP8, GNB2, HLA-DPB1, CHMP2A, CHMP4B, HLA-DRA, LAMTOR2, LAMTOR1, CD68, ATP6V0D1, LAMTOR4, UBA52, HLA-DRB1, LAMTOR5	359	405	20660	4.547061453282438	2.414520583471358E-9	3.4493391308858695E-10	3.0563764450887453E-10
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	64	17.72853185595568	1.690254950258195E-11	IFI27L2, NDUFA13, NDUFA11, MT-CO1, COX4I1, PARK7, ALKBH7, MT-ND3, MT-ND1, PYCARD, RGS2, ALDH2, CASP4, TSPO, UQCRFS1, CLIC1, GLUL, COX8A, BNIP3L, GPX1, GPX4, C1ORF43, DYNLL1, SDHB, COX6B1, RAB32, OXA1L, HADHA, PKM, NDUFS8, OAS1, SCO2, UQCRC1, JTB, SLC25A5, AURKAIP1, SQSTM1, SLC25A6, ENY2, NDUFB7, NDUFB11, GSTP1, TIMM13, IFI6, NDUFB1, COX5B, MRPL54, MRPL20, PRDX5, CYC1, BID, METTL9, MCL1, FIS1, PRELID1, IDH3G, NDUFA3, MRPL23, SOD2, PRDX6, HIGD2A, FIBP, UQCRQ, XAF1	359	1467	20660	2.510647428192757	8.0118278678043E-9	1.0014760580279805E-9	8.873838488855524E-10
GOTERM_BP_DIRECT	GO:0050729~positive regulation of inflammatory response	18	4.986149584487535	2.0410596700554705E-11	CEBPB, TGFB1, IFI35, NEAT1, LILRA5, PYCARD, NFKBIA, LGALS2, LGALS1, IL1B, CASP4, NINJ1, CASP1, CCL3, S100A12, CARD16, S100A9, S100A8	349	114	19462	8.805006786306741	4.622992211267274E-8	2.3104795465027925E-8	2.2635351740915167E-8
